C,solver,accuracy
30.121286581013234,newton-cg,0.9506966773847803
41.252702281838445,newton-cg,0.9506966773847803
73.9419632056172,newton-cg,0.9506966773847803
81.37339669771718,newton-cg,0.9512325830653805
172.92661242293372,newton-cg,0.9506966773847803
310.943623026845,newton-cg,0.9523043944265809
935.6440910383361,newton-cg,0.9512325830653805
418.8347257099206,newton-cg,0.9523043944265809
575.1411421291991,newton-cg,0.9523043944265809
267.15465522618734,newton-cg,0.9523043944265809
802.3738697871801,newton-cg,0.9517684887459807
467.49434288477914,newton-cg,0.9523043944265809
154.0983202575302,newton-cg,0.9506966773847803
162.6451268676503,newton-cg,0.9506966773847803
0.0008764298153315224,lbfgs,0.9501607717041801
0.00010854338055058096,lbfgs,0.939978563772776
0.0007083841118146852,lbfgs,0.9480171489817792
0.0009495940810135817,lbfgs,0.9501607717041801
0.0004988039660346332,lbfgs,0.9464094319399786
0.0003997992964253023,lbfgs,0.9458735262593784
0.00034109527539058417,lbfgs,0.9448017148981779
0.0008863369755068315,lbfgs,0.9501607717041801
0.0005273280680163615,lbfgs,0.9469453376205788
0.0008289528384471003,lbfgs,0.9496248660235799
0.007010027543849644,lbfgs,0.9603429796355841
0.008756594895950057,lbfgs,0.9603429796355841
0.003815552491704302,lbfgs,0.9592711682743837
0.009803986367333178,lbfgs,0.9598070739549839
0.00810578101266143,lbfgs,0.9614147909967846
0.004436098926825756,lbfgs,0.9598070739549839
0.0033333724054329435,lbfgs,0.9581993569131833
0.002700850471336091,lbfgs,0.9571275455519829
0.008801645823212804,lbfgs,0.9603429796355841
0.0065227542266029954,lbfgs,0.9603429796355841
0.03015785708266934,lbfgs,0.9608788853161844
0.06398355149824413,lbfgs,0.9598070739549839
0.03097516797738927,lbfgs,0.9608788853161844
0.03419171190664868,lbfgs,0.9614147909967846
0.02934433742204779,lbfgs,0.9603429796355841
0.08776104838328094,lbfgs,0.9603429796355841
0.07280916405618369,lbfgs,0.9603429796355841
0.015429513241536377,lbfgs,0.9598070739549839
0.016381069047465682,lbfgs,0.9598070739549839
0.08342673287366591,lbfgs,0.9603429796355841
0.1012051803821795,lbfgs,0.9592711682743837
0.4611608646105384,lbfgs,0.9592711682743837
0.19023498519294346,lbfgs,0.9598070739549839
0.4172509642251989,lbfgs,0.9592711682743837
0.5818796569430184,lbfgs,0.9581993569131833
0.5858892402169804,lbfgs,0.9581993569131833
0.23191642187475775,lbfgs,0.9592711682743837
0.5615168271911893,lbfgs,0.9587352625937835
0.4709564899879799,lbfgs,0.9592711682743837
0.46486384093496,lbfgs,0.9592711682743837
3.8725014759539333,lbfgs,0.9544480171489818
7.433082532915199,lbfgs,0.9533762057877814
1.1725884846199741,lbfgs,0.9565916398713826
7.806920916305415,lbfgs,0.9528403001071811
9.890984543276769,lbfgs,0.9523043944265809
2.4907139732404247,lbfgs,0.9544480171489818
4.400326699126811,lbfgs,0.9533762057877814
6.6361883122773735,lbfgs,0.9539121114683816
9.699326102773709,lbfgs,0.9528403001071811
2.385536334332035,lbfgs,0.9544480171489818
21.52366004828018,lbfgs,0.9512325830653805
99.73374827922763,lbfgs,0.9501607717041801
95.18780896090118,lbfgs,0.9506966773847803
73.19060315909553,lbfgs,0.9506966773847803
77.85742252540044,lbfgs,0.9506966773847803
52.45411043295004,lbfgs,0.9506966773847803
30.121286581013234,lbfgs,0.9506966773847803
41.252702281838445,lbfgs,0.9506966773847803
73.9419632056172,lbfgs,0.9506966773847803
81.37339669771718,lbfgs,0.9512325830653805
172.92661242293372,lbfgs,0.9517684887459807
310.943623026845,lbfgs,0.9523043944265809
935.6440910383361,lbfgs,0.9528403001071811
418.8347257099206,lbfgs,0.9528403001071811
575.1411421291991,lbfgs,0.9523043944265809
267.15465522618734,lbfgs,0.9517684887459807
802.3738697871801,lbfgs,0.9523043944265809
467.49434288477914,lbfgs,0.9528403001071811
154.0983202575302,lbfgs,0.9506966773847803
162.6451268676503,lbfgs,0.9506966773847803
0.0008764298153315224,liblinear,0.9480171489817792
0.00010854338055058096,liblinear,0.927652733118971
0.0007083841118146852,liblinear,0.9464094319399786
0.0009495940810135817,liblinear,0.9480171489817792
0.0004988039660346332,liblinear,0.9426580921757771
0.0003997992964253023,liblinear,0.9394426580921758
0.00034109527539058417,liblinear,0.9372990353697749
0.0008863369755068315,liblinear,0.9480171489817792
0.0005273280680163615,liblinear,0.9431939978563773
0.0008289528384471003,liblinear,0.9480171489817792
0.007010027543849644,liblinear,0.9517684887459807
0.008756594895950057,liblinear,0.9533762057877814
0.003815552491704302,liblinear,0.9496248660235799
0.009803986367333178,liblinear,0.9544480171489818
0.00810578101266143,liblinear,0.9528403001071811
0.004436098926825756,liblinear,0.9501607717041801
0.0033333724054329435,liblinear,0.9490889603429796
0.002700850471336091,liblinear,0.9485530546623794
0.008801645823212804,liblinear,0.9533762057877814
0.0065227542266029954,liblinear,0.9523043944265809
0.03015785708266934,liblinear,0.9598070739549839
0.06398355149824413,liblinear,0.9603429796355841
0.03097516797738927,liblinear,0.9592711682743837
0.03419171190664868,liblinear,0.9598070739549839
0.02934433742204779,liblinear,0.9598070739549839
0.08776104838328094,liblinear,0.9630225080385852
0.07280916405618369,liblinear,0.9619506966773848
0.015429513241536377,liblinear,0.9555198285101822
0.016381069047465682,liblinear,0.9555198285101822
0.08342673287366591,liblinear,0.9630225080385852
0.1012051803821795,liblinear,0.9630225080385852
0.4611608646105384,liblinear,0.9598070739549839
0.19023498519294346,liblinear,0.9608788853161844
0.4172509642251989,liblinear,0.9598070739549839
0.5818796569430184,liblinear,0.9587352625937835
0.5858892402169804,liblinear,0.9587352625937835
0.23191642187475775,liblinear,0.9603429796355841
0.5615168271911893,liblinear,0.9592711682743837
0.4709564899879799,liblinear,0.9598070739549839
0.46486384093496,liblinear,0.9598070739549839
3.8725014759539333,liblinear,0.954983922829582
7.433082532915199,liblinear,0.9528403001071811
1.1725884846199741,liblinear,0.9581993569131833
7.806920916305415,liblinear,0.9528403001071811
9.890984543276769,liblinear,0.9528403001071811
2.4907139732404247,liblinear,0.954983922829582
4.400326699126811,liblinear,0.9539121114683816
6.6361883122773735,liblinear,0.9533762057877814
9.699326102773709,liblinear,0.9528403001071811
2.385536334332035,liblinear,0.954983922829582
21.52366004828018,liblinear,0.9512325830653805
99.73374827922763,liblinear,0.9506966773847803
95.18780896090118,liblinear,0.9506966773847803
73.19060315909553,liblinear,0.9506966773847803
77.85742252540044,liblinear,0.9512325830653805
52.45411043295004,liblinear,0.9506966773847803
30.121286581013234,liblinear,0.9506966773847803
41.252702281838445,liblinear,0.9506966773847803
73.9419632056172,liblinear,0.9506966773847803
81.37339669771718,liblinear,0.9512325830653805
172.92661242293372,liblinear,0.9512325830653805
310.943623026845,liblinear,0.9523043944265809
935.6440910383361,liblinear,0.9512325830653805
418.8347257099206,liblinear,0.9523043944265809
575.1411421291991,liblinear,0.9523043944265809
267.15465522618734,liblinear,0.9523043944265809
802.3738697871801,liblinear,0.9523043944265809
467.49434288477914,liblinear,0.9523043944265809
154.0983202575302,liblinear,0.9506966773847803
162.6451268676503,liblinear,0.9506966773847803
0.0008764298153315224,sag,0.9501607717041801
0.00010854338055058096,sag,0.939978563772776
0.0007083841118146852,sag,0.9480171489817792
0.0009495940810135817,sag,0.9501607717041801
0.0004988039660346332,sag,0.9464094319399786
0.0003997992964253023,sag,0.9458735262593784
0.00034109527539058417,sag,0.9448017148981779
0.0008863369755068315,sag,0.9501607717041801
0.0005273280680163615,sag,0.9469453376205788
0.0008289528384471003,sag,0.9496248660235799
0.007010027543849644,sag,0.9603429796355841
0.008756594895950057,sag,0.9603429796355841
0.003815552491704302,sag,0.9592711682743837
0.009803986367333178,sag,0.9598070739549839
0.00810578101266143,sag,0.9608788853161844
0.004436098926825756,sag,0.9598070739549839
0.0033333724054329435,sag,0.9581993569131833
0.002700850471336091,sag,0.9571275455519829
0.008801645823212804,sag,0.9603429796355841
0.0065227542266029954,sag,0.9603429796355841
0.03015785708266934,sag,0.9608788853161844
0.06398355149824413,sag,0.9603429796355841
0.03097516797738927,sag,0.9608788853161844
0.03419171190664868,sag,0.9614147909967846
0.02934433742204779,sag,0.9603429796355841
0.08776104838328094,sag,0.9603429796355841
0.07280916405618369,sag,0.9603429796355841
0.015429513241536377,sag,0.9598070739549839
0.016381069047465682,sag,0.9598070739549839
0.08342673287366591,sag,0.9603429796355841
0.1012051803821795,sag,0.9592711682743837
0.4611608646105384,sag,0.9592711682743837
0.19023498519294346,sag,0.9598070739549839
0.4172509642251989,sag,0.9598070739549839
0.5818796569430184,sag,0.9581993569131833
0.5858892402169804,sag,0.9581993569131833
0.23191642187475775,sag,0.9592711682743837
0.5615168271911893,sag,0.9592711682743837
0.4709564899879799,sag,0.9592711682743837
0.46486384093496,sag,0.9592711682743837
3.8725014759539333,sag,0.9544480171489818
7.433082532915199,sag,0.9528403001071811
1.1725884846199741,sag,0.9565916398713826
7.806920916305415,sag,0.9528403001071811
9.890984543276769,sag,0.9523043944265809
2.4907139732404247,sag,0.9544480171489818
4.400326699126811,sag,0.9533762057877814
6.6361883122773735,sag,0.9533762057877814
9.699326102773709,sag,0.9523043944265809
2.385536334332035,sag,0.9544480171489818
21.52366004828018,sag,0.9512325830653805
99.73374827922763,sag,0.9512325830653805
95.18780896090118,sag,0.9512325830653805
73.19060315909553,sag,0.9512325830653805
77.85742252540044,sag,0.9512325830653805
52.45411043295004,sag,0.9512325830653805
30.121286581013234,sag,0.9512325830653805
41.252702281838445,sag,0.9512325830653805
73.9419632056172,sag,0.9512325830653805
81.37339669771718,sag,0.9512325830653805
172.92661242293372,sag,0.9512325830653805
310.943623026845,sag,0.9512325830653805
935.6440910383361,sag,0.9512325830653805
418.8347257099206,sag,0.9512325830653805
575.1411421291991,sag,0.9512325830653805
267.15465522618734,sag,0.9512325830653805
802.3738697871801,sag,0.9512325830653805
467.49434288477914,sag,0.9512325830653805
154.0983202575302,sag,0.9512325830653805
162.6451268676503,sag,0.9512325830653805
0.0008764298153315224,saga,0.9501607717041801
0.00010854338055058096,saga,0.939978563772776
0.0007083841118146852,saga,0.9480171489817792
0.0009495940810135817,saga,0.9501607717041801
0.0004988039660346332,saga,0.9464094319399786
0.0003997992964253023,saga,0.9458735262593784
0.00034109527539058417,saga,0.9448017148981779
0.0008863369755068315,saga,0.9501607717041801
0.0005273280680163615,saga,0.9469453376205788
0.0008289528384471003,saga,0.9496248660235799
0.007010027543849644,saga,0.9603429796355841
0.008756594895950057,saga,0.9603429796355841
0.003815552491704302,saga,0.9592711682743837
0.009803986367333178,saga,0.9603429796355841
0.00810578101266143,saga,0.9608788853161844
0.004436098926825756,saga,0.9598070739549839
0.0033333724054329435,saga,0.9581993569131833
0.002700850471336091,saga,0.9565916398713826
0.008801645823212804,saga,0.9603429796355841
0.0065227542266029954,saga,0.9603429796355841
0.03015785708266934,saga,0.9608788853161844
0.06398355149824413,saga,0.9603429796355841
0.03097516797738927,saga,0.9608788853161844
0.03419171190664868,saga,0.9614147909967846
0.02934433742204779,saga,0.9603429796355841
0.08776104838328094,saga,0.9603429796355841
0.07280916405618369,saga,0.9603429796355841
0.015429513241536377,saga,0.9598070739549839
0.016381069047465682,saga,0.9598070739549839
0.08342673287366591,saga,0.9603429796355841
0.1012051803821795,saga,0.9592711682743837
0.4611608646105384,saga,0.9592711682743837
0.19023498519294346,saga,0.9598070739549839
0.4172509642251989,saga,0.9598070739549839
0.5818796569430184,saga,0.9581993569131833
0.5858892402169804,saga,0.9581993569131833
0.23191642187475775,saga,0.9592711682743837
0.5615168271911893,saga,0.9581993569131833
0.4709564899879799,saga,0.9592711682743837
0.46486384093496,saga,0.9592711682743837
3.8725014759539333,saga,0.9539121114683816
7.433082532915199,saga,0.9533762057877814
1.1725884846199741,saga,0.9560557341907824
7.806920916305415,saga,0.9528403001071811
9.890984543276769,saga,0.9528403001071811
2.4907139732404247,saga,0.9544480171489818
4.400326699126811,saga,0.9539121114683816
6.6361883122773735,saga,0.9533762057877814
9.699326102773709,saga,0.9528403001071811
2.385536334332035,saga,0.9544480171489818
21.52366004828018,saga,0.9528403001071811
99.73374827922763,saga,0.9517684887459807
95.18780896090118,saga,0.9517684887459807
73.19060315909553,saga,0.9517684887459807
77.85742252540044,saga,0.9517684887459807
52.45411043295004,saga,0.9517684887459807
30.121286581013234,saga,0.9517684887459807
41.252702281838445,saga,0.9517684887459807
73.9419632056172,saga,0.9517684887459807
81.37339669771718,saga,0.9517684887459807
172.92661242293372,saga,0.9517684887459807
310.943623026845,saga,0.9517684887459807
935.6440910383361,saga,0.9517684887459807
418.8347257099206,saga,0.9517684887459807
575.1411421291991,saga,0.9517684887459807
267.15465522618734,saga,0.9517684887459807
802.3738697871801,saga,0.9517684887459807
467.49434288477914,saga,0.9517684887459807
154.0983202575302,saga,0.9517684887459807
162.6451268676503,saga,0.9517684887459807
