C,accuracy
0.07978320503580792,0.9603429796355841
0.03121013054521264,0.9608788853161844
0.09991758878641838,0.9592711682743837
0.058653359199605286,0.9603429796355841
0.0933617504021303,0.9598070739549839
0.06917017428091238,0.9603429796355841
0.09183460979447372,0.9598070739549839
0.026113217305582,0.9603429796355841
0.08537229876040078,0.9603429796355841
0.034193829742244594,0.9614147909967846
0.05448379876495529,0.9603429796355841
0.05136379305194987,0.9603429796355841
0.07722594086805022,0.9603429796355841
0.8306224723006391,0.9576634512325831
0.8999678697994021,0.9576634512325831
0.7884063602521526,0.9581993569131833
0.5251096818759969,0.9592711682743837
0.3099528285753467,0.9581993569131833
0.6636395457478219,0.9581993569131833
0.6574296943228498,0.9581993569131833
0.8211737786247829,0.9581993569131833
0.28892040134683483,0.9587352625937835
0.5385823592364303,0.9592711682743837
0.8412278369202487,0.9576634512325831
0.983760713006855,0.9565916398713826
0.30034610146981955,0.9581993569131833
0.17160954665031702,0.9598070739549839
0.44601398393497127,0.9592711682743837
0.6909178875108037,0.9581993569131833
0.305958561850609,0.9581993569131833
0.5871535488177003,0.9581993569131833
0.9010979652664259,0.9576634512325831
0.3136885084657739,0.9581993569131833
0.34143069097502804,0.9587352625937835
0.9510211062930441,0.9571275455519829
0.5236633951316982,0.9592711682743837
0.7861567442758634,0.9581993569131833
0.5803836121709158,0.9581993569131833
0.8993710968259636,0.9576634512325831
0.5600153489906586,0.9587352625937835
0.28116906732869384,0.9592711682743837
0.9441614730577346,0.9571275455519829
0.22259129870483763,0.9587352625937835
1.9915755654147973,0.954983922829582
5.309063263830004,0.9533762057877814
2.7397097081024144,0.9544480171489818
9.48801358244079,0.9528403001071811
3.342260279168637,0.9544480171489818
9.196892849851972,0.9528403001071811
4.120315974702385,0.9544480171489818
1.4126401238199158,0.9560557341907824
2.564883668381346,0.9544480171489818
1.2870554198825856,0.9565916398713826
9.281540961113194,0.9528403001071811
2.0768378694305913,0.954983922829582
9.01725637727035,0.9528403001071811
5.409080311921508,0.9533762057877814
9.361493917462624,0.9528403001071811
2.6625712162444106,0.9544480171489818
3.7410720133970456,0.954983922829582
6.154014484858435,0.9533762057877814
8.487740723969498,0.9528403001071811
2.7121669357319944,0.9544480171489818
7.296790258061805,0.9533762057877814
4.313183908884685,0.9539121114683816
4.732717279264225,0.9533762057877814
5.068281790040824,0.9533762057877814
4.104220086061327,0.9544480171489818
3.064254001730602,0.9544480171489818
1.1829234447339023,0.9565916398713826
7.478215434695213,0.9533762057877814
6.781889798803072,0.9539121114683816
4.293439926161959,0.9539121114683816
82.72827646431288,0.9512325830653805
68.49227802547898,0.9506966773847803
93.78327726869834,0.9506966773847803
96.18197835762551,0.9501607717041801
91.84037428616091,0.9506966773847803
37.29710518599862,0.9501607717041801
30.575347877263276,0.9506966773847803
52.28128945325677,0.9506966773847803
76.26047776980975,0.9506966773847803
51.73596503977028,0.9506966773847803
69.43069733437395,0.9506966773847803
27.157276097570843,0.9517684887459807
80.95659851315247,0.9512325830653805
27.68308044626268,0.9517684887459807
91.42098594886744,0.9512325830653805
66.11466428243192,0.9506966773847803
94.25010736858265,0.9506966773847803
52.15549326920366,0.9506966773847803
60.37841146173307,0.9506966773847803
17.84055821287091,0.9512325830653805
94.62868993724308,0.9506966773847803
94.35609805560333,0.9506966773847803
34.83495885080285,0.9506966773847803
46.307129603653564,0.9506966773847803
17.194297813617805,0.9512325830653805
54.63263778896333,0.9506966773847803
67.72932864455916,0.9506966773847803
20.379967831975392,0.9512325830653805
78.44438444543135,0.9506966773847803
27.33479510272231,0.9517684887459807
123.2288581253101,0.9506966773847803
277.16297633383573,0.9523043944265809
326.3615794611859,0.9523043944265809
890.306312355156,0.9523043944265809
684.1323359822532,0.9523043944265809
478.0801589587826,0.9523043944265809
311.556712707229,0.9523043944265809
845.7353351281338,0.9528403001071811
857.1135195150353,0.9533762057877814
948.9295548777238,0.9528403001071811
479.62007245763266,0.9523043944265809
841.1121373194487,0.9528403001071811
466.10472979115207,0.9523043944265809
756.3060583563357,0.9528403001071811
445.48890100865987,0.9517684887459807
759.9448171467097,0.9523043944265809
924.0128321165166,0.9523043944265809
908.8519607425094,0.9517684887459807
196.93576055562914,0.9523043944265809
963.0023806554373,0.9528403001071811
729.0963066669159,0.9523043944265809
961.7015491101234,0.9528403001071811
374.0936295975156,0.9523043944265809
863.2959318505825,0.9528403001071811
816.8326489087082,0.9528403001071811
534.3161654885621,0.9523043944265809
353.1086059851581,0.9517684887459807
507.6675728762169,0.9523043944265809
781.9829636728472,0.9523043944265809
611.3175481003641,0.9528403001071811
